--------------------------------------------------------------
--------------------------------------------------------------
The following data gives the positions of possible binding sites for adatoms and admolecules across a cluster or surface.

The following sites are binding sites for top sites.
Site			Binding Position						Surface Position
Site 67	[12.72503713 15.50668956 11.26298636] 	[12.05490667 14.72850333 10.86884   ]
Site 68	[15.2136907   8.55722909 10.73913983] 	[14.14829     8.79220333 10.87952667]
Site 69	[13.87822507  6.69606613 10.50544223] 	[13.31626333  7.61724667 10.71904333]
Site 70	[11.59457649 11.58221982  5.03533698] 	[11.40332667 11.72205667  6.10952   ]
Site 71	[ 9.90455356 12.88545998  5.31408268] 	[10.29871667 12.56629     6.29018   ]
Site 72	[13.29488415 12.48476453  5.9443734 ] 	[12.52326667 12.30371667  6.70715   ]
Site 73	[10.57020835 14.58809159  6.38115206] 	[10.74199    13.69325667  6.9974    ]
Site 74	[12.68775096 14.33823229  6.77062475] 	[12.11460667 13.53075     7.24966333]
Site 75	[11.3847988  10.12387485  5.20665072] 	[11.19726    10.29017     6.27771333]
Site 76	[9.96282333 9.5428536  5.0919824 ] 	[9.83301667 9.73341    6.16754667]
Site 77	[ 8.28734372 10.84176931  5.40722635] 	[ 8.73528333 10.57276333  6.37520667]
Site 78	[ 8.55200918 12.26998683  5.70370249] 	[ 8.99491667 11.97375667  6.66603333]
Site 79	[12.53760257  9.23735839  5.56946158] 	[12.32430667  9.42421333  6.63228333]
Site 80	[14.26404    10.08887419  6.536079  ] 	[13.44313667  9.97323333  7.25909   ]
Site 81	[14.25713214 11.55501101  6.78257228] 	[13.43603 11.42085  7.50215]
Site 82	[9.55034196 7.73040894 6.03423136] 	[9.55126333 8.52296333 6.79702667]
Site 83	[6.84780716 9.79592397 6.57743792] 	[7.78123667 9.88939667 7.15187   ]
Site 84	[7.60635178 7.86991253 6.95613372] 	[8.28585    8.61292    7.39910333]
Site 85	[12.11375975  7.40619114  6.49341244] 	[12.03812333  8.20407333  7.24684667]
Site 86	[10.65587194  7.04956935  6.77800098] 	[10.62932333  7.85958333  7.52175667]
Site 87	[14.8844679   8.76353588  8.04873319] 	[13.85887667  9.09398667  8.27001333]
Site 88	[13.56455366  7.08436882  8.02409366] 	[12.99443     7.99808333  8.24789   ]
Site 89	[ 7.53909929 13.07083001  6.42024447] 	[ 7.98545667 12.77175     7.38009667]
Site 90	[ 9.73378562 15.13915955  7.41780283] 	[ 9.90722667 14.24324     8.03200667]
Site 91	[ 8.21934253 14.79777367  7.42719693] 	[ 8.45449333 13.91426667  8.03885   ]
Site 92	[ 6.01369749 12.08518562  7.95355172] 	[ 7.01746    12.19309667  8.39037667]
Site 93	[ 6.06797193 10.70117642  8.00569414] 	[ 7.07287333 10.71173667  8.45297667]
Site 94	[13.18680262 14.7501898   8.07601259] 	[12.61035667 13.94025333  8.54687667]
Site 95	[14.46141024 12.19293374  9.07299868] 	[13.55446    11.73674     8.64952667]
Site 96	[14.21795208 12.97680482  9.35116974] 	[13.13744667 13.02911     9.15174   ]
Site 97	[10.36289587 16.01853514  8.76544281] 	[10.47157333 15.03833     9.25266667]
Site 98	[12.28184152 15.81689257  9.14758322] 	[11.80208667 14.89785     9.51527333]
Site 99	[15.2961642   9.41563297  9.59811501] 	[14.2349      9.68984667  9.69044667]
Site 100	[14.68742567 11.68960271  9.80862079] 	[13.93759    10.88498333  9.8269    ]
Site 101	[10.31233519  6.07414976  7.8667291 ] 	[10.29407333  6.90950333  8.58216667]
Site 102	[7.41649048 7.26865943 8.31245956] 	[8.09997    8.02507    8.72561667]
Site 103	[8.38040891 6.19074104 8.78777083] 	[9.03013333 6.98503333 9.18395   ]
Site 104	[ 7.25680589 15.12161971  9.00595419] 	[ 7.73717    14.15248333  9.20601667]
Site 105	[ 5.78374594 13.43621469  9.49709832] 	[ 6.83382667 13.10945     9.52066333]
Site 106	[13.10336003  6.49852336  9.29903965] 	[12.53842667  7.41898667  9.50784   ]
Site 107	[11.74373382  5.71538266  9.36115031] 	[11.24687     6.67489667  9.56720667]
Site 108	[5.54227468 9.96278623 9.08936728] 	[6.51949    9.92617333 9.59306333]
Site 109	[6.34145429 7.76742022 9.21981434] 	[7.04197333 8.51598333 9.61847   ]
Site 110	[ 9.62715827 16.48223934  9.44651898] 	[ 9.46830667 15.65720667 10.15651   ]
Site 111	[ 7.50176773 15.56190308  9.37644395] 	[ 8.18663667 15.10033333 10.10301667]
Site 112	[14.31454603 13.00968835  9.73010861] 	[13.46040667 13.05948    10.42146   ]
Site 113	[14.73316004 11.85440222 10.13166816] 	[13.95029333 11.72131667 10.89285667]
Site 114	[ 5.53594354 13.29633494 10.64905631] 	[ 6.52072667 12.93132    10.97611333]
--------------------------------------------------------------
The following sites are binding sites for four-fold sites.
Site			Binding Position						Surface Position
--------------------------------------------------------------
